镜号	类别	资源	镜末状态	逻辑引用	实际采用	SHA256
EP002_SH13	道具	饭碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP002_SH14	人物	陆照	damp_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/repair_v03.jpg	da41d3a3084ac4e3ea84eb60682803141e1a4bd0bb08a3a14f469bd85f54927f
EP002_SH14	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP002_SH14	场景	盐棚住屋		制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	c33bd6505ec57eefc0b4c3426fea31bd37d635bdbe060136a2bd99dbab83a423
EP002_SH14	道具	完整饭碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP002_SH14	道具	缺口碗		制作/前三集_v8_v2_文本定稿/资产/复用/双碗_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/双碗_01.jpg	8cacca7f9a3aad89634b0a2c0f6b0e77bb29d33b141d15af58207b5c0048e6cc
EP002_SH14	道具	肉		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP002_SH15	人物	陆照	damp_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/repair_v03.jpg	da41d3a3084ac4e3ea84eb60682803141e1a4bd0bb08a3a14f469bd85f54927f
EP002_SH15	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP002_SH15	场景	盐棚住屋		制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	c33bd6505ec57eefc0b4c3426fea31bd37d635bdbe060136a2bd99dbab83a423
EP002_SH15	道具	两只完整碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP002_SH15	道具	肉		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP002_SH16	人物	陆照	damp_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/repair_v03.jpg	da41d3a3084ac4e3ea84eb60682803141e1a4bd0bb08a3a14f469bd85f54927f
EP002_SH16	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP002_SH16	场景	盐棚住屋		制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	c33bd6505ec57eefc0b4c3426fea31bd37d635bdbe060136a2bd99dbab83a423
EP002_SH16	道具	售船纸		制作/前三集_v8_v2_文本定稿/资产/复用/售船纸_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/售船纸_01.jpg	edc406e0d207ba3a87011c7c7e214e2d65f71144dd5ca86029e843e58344ebec
EP002_SH16	道具	两只完整碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP002_SH16	道具	铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP002_SH17	人物	陆照	damp_lower_tunic_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_湿衣包掌配鞘/repair_v03.jpg	da41d3a3084ac4e3ea84eb60682803141e1a4bd0bb08a3a14f469bd85f54927f
EP002_SH17	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP002_SH17	场景	盐棚住屋		制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/住屋_01.jpg	c33bd6505ec57eefc0b4c3426fea31bd37d635bdbe060136a2bd99dbab83a423
EP002_SH17	道具	钱袋铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP002_SH17	道具	售船纸		制作/前三集_v8_v2_文本定稿/资产/复用/售船纸_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/售船纸_01.jpg	edc406e0d207ba3a87011c7c7e214e2d65f71144dd5ca86029e843e58344ebec
EP002_SH17	道具	两只完整碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP003_SH01	人物	陆照	dry_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v02.jpg	c98bec122745e05ddfdc0eee7c3d4d362f4ff0eeb0783bc4959a41967936bdaf
EP003_SH01	场景	盐棚水槽		制作/前三集_v8_v2_文本定稿/资产/盐棚水槽/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚水槽/ref_v01.jpg	c1d14469e31b30419063722afaadc36c49eee8ef6170adfeba323c085fb64bd7
EP003_SH01	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH01	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH01	道具	铜塞		制作/前三集_v8_v2_文本定稿/资产/复用/铜塞水桶_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/铜塞水桶_01.jpg	cc22ce31a6b9d5f6ab53d180bd4a6a6bbb2f2483fb2d82db25b71a025d5a7c9e
EP003_SH01	道具	水桶		制作/前三集_v8_v2_文本定稿/资产/复用/铜塞水桶_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/铜塞水桶_01.jpg	cc22ce31a6b9d5f6ab53d180bd4a6a6bbb2f2483fb2d82db25b71a025d5a7c9e
EP003_SH02	人物	陆照	dry_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v02.jpg	c98bec122745e05ddfdc0eee7c3d4d362f4ff0eeb0783bc4959a41967936bdaf
EP003_SH02	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH02	人物	水槽货主	dry	制作/前三集_v8_v2_文本定稿/资产/水槽货主/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/水槽货主/ref_v01.jpg	23b0d677fba3fe3a6570d83a96e9650333be8d24fb8494bd58788b05d06f0ec3
EP003_SH02	场景	盐棚门口		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH02	道具	铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP003_SH02	道具	饭碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP003_SH02	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH02	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH03	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH03	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH03	人物	陆照	dry_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v02.jpg	c98bec122745e05ddfdc0eee7c3d4d362f4ff0eeb0783bc4959a41967936bdaf
EP003_SH03	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH03	场景	盐棚外		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH03	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH03	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH03	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH04	人物	陆照	dry_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v02.jpg	c98bec122745e05ddfdc0eee7c3d4d362f4ff0eeb0783bc4959a41967936bdaf
EP003_SH04	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH04	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH04	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH04	场景	盐棚外		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH04	道具	饭碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP003_SH04	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH04	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH04	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH05	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH05	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH05	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH05	人物	陆照	left_shoulder_fresh_cut_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_干衣包掌配鞘/ref_v02.jpg	c98bec122745e05ddfdc0eee7c3d4d362f4ff0eeb0783bc4959a41967936bdaf
EP003_SH05	场景	盐棚外		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH05	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH05	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH05	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH06	人物	陆照	left_shoulder_fresh_cut_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH06	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH06	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH06	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH06	场景	盐棚外		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH06	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH06	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH06	道具	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH07	人物	陆照	left_shoulder_fresh_cut_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH07	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH07	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH07	道具	湿网		制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	286f1762accaff102622192ea1500f3146ccedf26005b8439e053ec49cac95c0
EP003_SH07	道具	横杆		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH07	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH07	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH08	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH08	人物	陆照	left_shoulder_fresh_cut_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH08	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH08	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH08	道具	湿网		制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	286f1762accaff102622192ea1500f3146ccedf26005b8439e053ec49cac95c0
EP003_SH08	道具	横杆		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH08	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH09	人物	陆照	left_shoulder_fresh_cut_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH09	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH09	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH09	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH09	道具	湿网		制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	286f1762accaff102622192ea1500f3146ccedf26005b8439e053ec49cac95c0
EP003_SH09	道具	横杆		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH09	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH10	人物	陆照	left_shoulder_fresh_cut_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH10	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH10	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH10	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH10	道具	湿网		制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	286f1762accaff102622192ea1500f3146ccedf26005b8439e053ec49cac95c0
EP003_SH10	道具	横杆		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH10	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
